Source,Target,R,N,Weight
пізнання,природи,1,214,214.0
здивований,природі,1,214,214.0
потреба,природна,1,206,206.0
бажання,природне,1,204,204.0
лихо,природне,1,205,205.0
покликання,природне,1,199,199.0
вітер,природне явище,4,205,51.25
дощ,природне явище,1,202,202.0
жарт,Природничий коледж (ПриКол),1,202,202.0
сільський,природній,1,213,213.0
втратити,природність,1,205,205.0
забувати,природно,1,220,220.0
лякатися,природно,1,202,202.0
їсти,природньо,1,213,213.0
цікавити,природньо,1,217,217.0
здивований,природою,1,214,214.0
зауважити,природу,1,203,203.0
збагатити,природу,1,205,205.0
любити,природу,1,207,207.0
пізнавати,природу,1,213,213.0
покохати,природу,1,210,210.0
потурбувати,природу,1,200,200.0
державний,присвоєний,1,202,202.0
взяти,присвоїти,1,202,202.0
незручно,присісти,1,202,202.0
побігти,присісти,1,198,198.0
вимогливий,прискіпливий,1,210,210.0
уважний,прискіпливий,1,213,213.0
вимогливість,прискіпливість,1,202,202.0
увага,прискіпливо,1,208,208.0
наблизити,прискорити,1,199,199.0
наближати,прискорювати,1,211,211.0
говірка,прислів’я,12,211,17.583333333333332
повір’я,прислів’я,9,212,23.555555555555557
говір,прислів’я,2,199,99.5
думка,прислухання,1,209,209.0
варто,прислухатись,1,203,203.0
наказувати,прислухатись,1,211,211.0
уважно,прислухатись,1,203,203.0
вигукувати,прислухатися,1,201,201.0
послухатися,прислухатися,1,202,202.0
слухати,прислухатися,1,219,219.0
чути,прислухатися,1,203,203.0
чути,прислуховуватися,1,203,203.0
відчуватися,присмак,1,213,213.0
неприємний,присмак,1,211,211.0
звичка,пристосованість,1,203,203.0
звикати,пристосовуватись,1,213,213.0
звикати,пристосовуватися,2,213,106.5
жити,пристосуватись до суспільства,1,212,212.0
звикати,пристосуватися,2,213,106.5
треба,пристосуватися,1,201,201.0
погляд,пристрасний,2,211,105.5
почуття,пристрасні,1,212,212.0
весело,пристрасно,1,203,203.0
глянути,пристрасно,1,205,205.0
хмара,пристрасті,1,215,215.0
бажання,пристрасть,7,204,29.142857142857142
вогонь,пристрасть,3,228,76.0
бажати,пристрасть,1,208,208.0
грішити,пристрасть,1,200,200.0
захотіти,пристрасть,1,204,204.0
кохання,пристрасть,1,202,202.0
увага,пристрасть,1,208,208.0
помічний,пристрій,3,212,70.66666666666667
відповідний,пристрій,1,201,201.0
заладнати,пристрій,1,200,200.0
зручний,пристрій,1,213,213.0
керівний,пристрій,1,212,212.0
новітній,пристрій,1,210,210.0
сердечний,приступ,27,212,7.851851851851852
відчутний,присутній,1,212,212.0
розум,присутній,1,211,211.0
бути,присутнім,3,213,71.0
бути,присутність,1,213,213.0
відчуватися,присутність,1,213,213.0
неприємно,присутність,1,206,206.0
збентежити,присутністю,1,201,201.0
потурбувати,присутністю,1,200,200.0
бентежити,присутніх,1,202,202.0
схвилювати,присутніх,1,202,202.0
дума,присутня,1,201,201.0
зобов’язаний,присяга,2,213,106.5
зобов’язувати,присягати,1,213,213.0
заздрість,притаманна всім,1,201,201.0
забуватися,притаманна риса людині,1,217,217.0
мислення,притаманне кожній людині,1,217,217.0
ненависть,притлумлена,1,198,198.0
близько,притулилась,1,203,203.0
оселя,притулок,2,33310,16655.0
дім,притулок,1,201,201.0
домівка,притулок,1,201,201.0
допомога,притулок,1,201,201.0
повір’я,притча,1,212,212.0
зобов’язувати,притягати до відповідальності,1,213,213.0
наказувати,притягти,1,211,211.0
наближати,притягувати,2,211,105.5
вогонь,притягує,1,228,228.0
зло,притягує,1,209,209.0
пожаліти,прихилити,1,201,201.0
пожалкувати,прихилити,1,200,200.0
доля,прихильна,1,199,199.0
ставлення,прихильне,1,209,209.0
порадити,прихильність,1,200,200.0
увага,прихильність,1,208,208.0
уважність,прихильність,1,203,203.0
ставатися,прихильно,1,202,202.0
пожалкувати,прихистити,1,200,200.0
домівка,прихисток,1,201,201.0
вчасний,прихід,12,201,16.75
гість,прихід,1,201,201.0
зеленіти,прихід,1,215,215.0
обов’язковий,прихід,1,209,209.0
радий,прихід,1,214,214.0
захотітися,прихіть,1,202,202.0
правда,прихована,1,209,209.0
сусід,прихована злість,1,212,212.0
згадати,приховане,1,206,206.0
боягузливий,прихований,1,203,203.0
мовчазний,прихований,1,215,215.0
стримано,приховано,1,203,203.0
замовчати,приховати,1,200,200.0
побоятися,приховати,1,198,198.0
свідомо,приховати,1,204,204.0
брехати,приховувати,1,204,204.0
знання,приховувати,1,217,217.0
почуття,приховувати,1,212,212.0
чорнити,приховувати,1,202,202.0
