Source,Target,SourceWord,TargetWord,R,N,Weight,Label
835,3871,щиро,яблуко,1,204,204.0,1 / 204
837,3871,як,яблуко,1,218,218.0,1 / 218
204,3872,дерево,яблуня,7,203,29.0,7 / 203
141,3873,вражати,явище,1,220,220.0,1 / 220
144,3873,враження,явище,1,203,203.0,1 / 203
168,3873,говірка,явище,1,211,211.0,1 / 211
208,3873,дивний,явище,1,211,211.0,1 / 211
232,3873,дощ,явище,1,202,202.0,1 / 202
240,3873,дурний,явище,1,218,218.0,1 / 218
251,3873,жахливий,явище,1,205,205.0,1 / 205
252,3873,жахливо,явище,1,203,203.0,1 / 203
316,3873,звичний,явище,1,212,212.0,1 / 212
331,3873,здивування,явище,1,202,202.0,1 / 202
344,3873,злість,явище,1,204,204.0,1 / 204
353,3873,зненавидіти,явище,1,205,205.0,1 / 205
463,3873,настрашитися,явище,1,204,204.0,1 / 204
473,3873,неймовірний,явище,1,212,212.0,1 / 212
664,3873,світати,явище,1,212,212.0,1 / 212
665,3873,світити,явище,1,211,211.0,1 / 211
685,3873,сірість,явище,1,217,217.0,1 / 217
131,3874,вовк,ягня,4,207,51.75,4 / 207
100,3874,вівця,ягня,1,206,206.0,1 / 206
429,3874,мовчазний,ягня,1,215,215.0,1 / 215
430,3874,мовчання,ягня,1,201,201.0,1 / 201
430,3875,мовчання,ягнят,20,201,10.05,20 / 201
377,3876,калина,ягода,3,220,73.33333333333333,3 / 220
373,3876,їстівний,ягода,2,213,106.5,2 / 213
813,3876,червоний,ягода,2,213,106.5,2 / 213
49,836,брехун,язик,6,210,35.0,6 / 210
47,836,брехати,язик,5,204,40.8,5 / 204
48,836,брехня,язик,4,202,50.5,4 / 202
169,836,говорити,язик,4,202,50.5,4 / 202
376,836,казати,язик,4,211,52.75,4 / 211
426,836,мова,язик,4,221,55.25,4 / 221
167,836,говір,язик,2,199,99.5,2 / 199
240,836,дурний,язик,2,218,109.0,2 / 218
274,836,заговорити,язик,2,204,102.0,2 / 204
427,836,мовити,язик,2,214,107.0,2 / 214
430,836,мовчання,язик,2,201,100.5,2 / 201
647,836,розмовляти,язик,2,212,106.0,2 / 212
687,836,сказати,язик,2,205,102.5,2 / 205
90,836,вигукувати,язик,1,201,201.0,1 / 201
108,836,відповідати,язик,1,200,200.0,1 / 200
116,836,відчуття,язик,1,209,209.0,1 / 209
124,836,вірність,язик,1,211,211.0,1 / 211
283,836,замовчати,язик,1,200,200.0,1 / 200
328,836,згрішити,язик,1,204,204.0,1 / 204
371,836,їсти,язик,1,213,213.0,1 / 213
398,836,лихий,язик,1,215,215.0,1 / 215
428,836,мовний,язик,1,211,211.0,1 / 211
431,836,мовчати,язик,1,212,212.0,1 / 212
489,836,обман,язик,1,224,224.0,1 / 224
546,836,поганий,язик,1,213,213.0,1 / 213
566,836,покликати,язик,1,202,202.0,1 / 202
606,836,правдивий,язик,1,210,210.0,1 / 210
619,836,промовити,язик,1,200,200.0,1 / 200
620,836,промовляти,язик,1,213,213.0,1 / 213
646,836,розмова,язик,1,211,211.0,1 / 211
688,836,слово,язик,1,209,209.0,1 / 209
747,836,сусід,язик,1,212,212.0,1 / 212
774,836,тримати,язик,1,213,213.0,1 / 213
813,836,червоний,язик,1,213,213.0,1 / 213
828,836,чутка,язик,1,212,212.0,1 / 212
393,3877,курка,яйце,44,198,4.5,44 / 198
260,3877,жовкнути,яйце,2,220,110.0,2 / 220
167,3877,говір,яйце,1,199,199.0,1 / 199
262,3877,жовтіти,яйце,1,213,213.0,1 / 213
312,3877,звичай,яйце,1,203,203.0,1 / 203
386,3877,коріння,яйце,1,205,205.0,1 / 205
496,3877,одружувати,яйце,1,211,211.0,1 / 211
513,3877,переляк,яйце,1,215,215.0,1 / 215
8,837,байдуже,як,2,207,103.5,2 / 207
455,837,називатися,як,2,211,105.5,2 / 211
586,837,поставитися,як,2,200,100.0,2 / 200
11,837,байдужо,як,1,202,202.0,1 / 202
211,837,дивуватися,як,1,210,210.0,1 / 210
238,837,думати,як,1,199,199.0,1 / 199
275,837,зажуритися,як,1,201,201.0,1 / 201
276,837,заздрити,як,1,216,216.0,1 / 216
291,837,затужити,як,1,208,208.0,1 / 208
325,837,згадати,як,1,206,206.0,1 / 206
328,837,згрішити,як,1,204,204.0,1 / 204
332,837,здивуватися,як,1,200,200.0,1 / 200
353,837,зненавидіти,як,1,205,205.0,1 / 205
365,837,зручно,як,1,201,201.0,1 / 201
404,837,любити,як,1,207,207.0,1 / 207
422,837,міркувати,як,1,215,215.0,1 / 215
503,837,охоче,як,1,202,202.0,1 / 202
533,837,побачитися,як,1,199,199.0,1 / 199
551,837,подіяти,як,1,199,199.0,1 / 199
552,837,подіятися,як,1,201,201.0,1 / 201
559,837,пожартувати,як,1,200,200.0,1 / 200
567,837,покохати,як,1,210,210.0,1 / 210
568,837,полюбити,як,1,204,204.0,1 / 204
572,837,поміркувати,як,1,200,200.0,1 / 200
582,837,посиніти,як,1,205,205.0,1 / 205
589,837,потемніти,як,1,200,200.0,1 / 200
598,837,поцікавитися,як,1,204,204.0,1 / 204
599,837,почервоніти,як,1,201,201.0,1 / 201
600,837,почорніти,як,1,202,202.0,1 / 202
611,837,працюватися,як,1,211,211.0,1 / 211
616,837,прожити,як,1,202,202.0,1 / 202
617,837,пролунати,як,1,201,201.0,1 / 201
653,837,розумно,як,1,201,201.0,1 / 201
676,837,сердито,як,1,204,204.0,1 / 204
687,837,сказати,як,1,205,205.0,1 / 205
707,837,співучо,як,1,203,203.0,1 / 203
714,837,спокійно,як,1,203,203.0,1 / 203
725,837,ставатися,як,1,202,202.0,1 / 202
740,837,стримано,як,1,203,203.0,1 / 203
314,3878,звичайно,як завжди,19,205,10.789473684210526,19 / 205
317,3878,звично,як завжди,6,203,33.833333333333336,6 / 203
313,3878,звичайний,як завжди,2,212,106.0,2 / 212
432,3878,мовчки,як завжди,2,202,101.0,2 / 202
773,3878,треба,як завжди,2,201,100.5,2 / 201
0,3878,багатий,як завжди,1,213,213.0,1 / 213
71,3878,вдома,як завжди,1,212,212.0,1 / 212
73,3878,веселий,як завжди,1,212,212.0,1 / 212
311,3878,звикнути,як завжди,1,202,202.0,1 / 202
316,3878,звичний,як завжди,1,212,212.0,1 / 212
328,3878,згрішити,як завжди,1,204,204.0,1 / 204
367,3878,інколи,як завжди,1,218,218.0,1 / 218
554,3878,по-доброму,як завжди,1,201,201.0,1 / 201
607,3878,правий,як завжди,1,217,217.0,1 / 217
740,3878,стримано,як завжди,1,203,203.0,1 / 203
756,3878,сьогодні,як завжди,1,202,202.0,1 / 202
240,3879,дурний,як пень,6,218,36.333333333333336,6 / 218
729,3879,старий,як пень,1,210,210.0,1 / 210
341,3880,злий,як пес,4,214,53.5,4 / 214
16,3880,безталанний,як пес,1,202,202.0,1 / 202
47,3880,брехати,як пес,1,204,204.0,1 / 204
123,3880,вірний,як пес,1,214,214.0,1 / 214
626,3880,радий,як пес,1,214,214.0,1 / 214
29,3881,біліти,як стіна,5,215,43.0,5 / 215
537,3881,побіліти,як стіна,3,201,67.0,3 / 201
42,3882,брак,якість,3,207,69.0,3 / 207
719,3882,справжній,якість,3,216,72.0,3 / 216
96,3882,витримано,якість,1,203,203.0,1 / 203
98,3882,витримка,якість,1,203,203.0,1 / 203
656,3882,самостійність,якість,1,204,204.0,1 / 204
660,3882,свідомо,якість,1,204,204.0,1 / 204
765,3882,терпець,якість,1,209,209.0,1 / 209
837,3882,як,якість,1,218,218.0,1 / 218
812,3883,часом,якось,2,198,99.0,2 / 198
837,3883,як,якось,2,218,109.0,2 / 218
151,3883,вчинити,якось,1,203,203.0,1 / 203
454,3883,називати,якось,1,216,216.0,1 / 216
472,3883,незручно,якось,1,202,202.0,1 / 202
551,3883,подіяти,якось,1,199,199.0,1 / 199
552,3883,подіятися,якось,1,201,201.0,1 / 201
726,3883,ставитися,якось,1,217,217.0,1 / 217
390,3884,країна,Японія,2,203,101.5,2 / 203
144,3884,враження,Японія,1,203,203.0,1 / 203
197,3884,далеко,Японія,1,203,203.0,1 / 203
391,3884,край,Японія,1,216,216.0,1 / 216
542,3884,побувати,Японія,1,203,203.0,1 / 203
633,3884,ранковий,Японія,1,214,214.0,1 / 214
117,838,віл,ярмо,3,205,68.33333333333333,3 / 205
281,838,залежний,ярмо,3,215,71.66666666666667,3 / 215
280,838,залежати,ярмо,1,214,214.0,1 / 214
319,838,звільнення,ярмо,1,203,203.0,1 / 203
322,838,звільняти,ярмо,1,212,212.0,1 / 212
357,838,зобов’язувати,ярмо,1,213,213.0,1 / 213
469,838,незалежність,ярмо,1,201,201.0,1 / 201
494,838,одружити,ярмо,1,204,204.0,1 / 204
495,838,одружитися,ярмо,1,202,202.0,1 / 202
497,838,одружуватися,ярмо,1,213,213.0,1 / 213
590,838,потерпати,ярмо,1,209,209.0,1 / 209
339,3885,зірка,яскрава,11,217,19.727272727272727,11 / 217
791,3885,уява,яскрава,2,212,106.0,2 / 212
124,3885,вірність,яскрава,1,211,211.0,1 / 211
358,3885,зорі,яскрава,1,223,223.0,1 / 223
440,3885,молодість,яскрава,1,218,218.0,1 / 218
444,3885,мрія,яскрава,1,216,216.0,1 / 216
618,3885,промова,яскрава,1,210,210.0,1 / 210
698,3886,сонце,яскраве,11,211,19.181818181818183,11 / 211
669,3886,світло,яскраве,9,200,22.22222222222222,9 / 200
144,3886,враження,яскраве,1,203,203.0,1 / 203
210,3886,диво,яскраве,1,200,200.0,1 / 200
213,3886,дитинство,яскраве,1,218,218.0,1 / 218
411,3886,майбутнє,яскраве,1,221,221.0,1 / 221
563,3886,позеленіти,яскраве,1,203,203.0,1 / 203
132,839,вогонь,яскравий,15,228,15.2,15 / 228
667,839,світлий,яскравий,4,202,50.5,4 / 202
142,839,вражаючий,яскравий,3,202,67.33333333333333,3 / 202
261,839,жовтий,яскравий,2,215,107.5,2 / 215
561,839,пожовтіти,яскравий,2,203,101.5,2 / 203
570,839,помаранчевий,яскравий,2,228,114.0,2 / 228
336,839,зелений,яскравий,1,205,205.0,1 / 205
425,839,місяць,яскравий,1,218,218.0,1 / 218
574,839,помічний,яскравий,1,212,212.0,1 / 212
665,839,світити,яскравий,1,211,211.0,1 / 211
666,839,світитися,яскравий,1,203,203.0,1 / 203
750,839,сучасний,яскравий,1,215,215.0,1 / 215
761,839,темний,яскравий,1,212,212.0,1 / 212
840,839,ясний,яскравий,1,223,223.0,1 / 223
358,3887,зорі,яскраві,11,223,20.272727272727277,11 / 223
144,3887,враження,яскраві,1,203,203.0,1 / 203
505,3887,очі,яскраві,1,226,226.0,1 / 226
666,3888,світитися,яскраво,5,203,40.6,5 / 203
665,3888,світити,яскраво,4,211,52.75,4 / 211
85,3888,вибір,яскраво,1,203,203.0,1 / 203
141,3888,вражати,яскраво,1,220,220.0,1 / 220
339,3888,зірка,яскраво,1,217,217.0,1 / 217
619,3888,промовити,яскраво,1,200,200.0,1 / 200
711,3888,спогад,яскраво,1,207,207.0,1 / 207
835,3888,щиро,яскраво,1,204,204.0,1 / 204
339,3889,зірка,ясна,25,217,8.68,25 / 217
133,3889,вода,ясна,1,234,234.0,1 / 234
239,3889,думка,ясна,1,209,209.0,1 / 209
401,3889,луна,ясна,1,203,203.0,1 / 203
480,3889,ніч,ясна,1,222,222.0,1 / 222
659,3889,свідомість,ясна,1,209,209.0,1 / 209
715,3889,справа,ясна,1,202,202.0,1 / 202
698,3890,сонце,ясне,5,211,42.2,5 / 211
465,3890,небо,ясне,3,221,73.66666666666667,3 / 221
669,3890,світло,ясне,3,200,66.66666666666667,3 / 200
818,3890,чоло,ясне,1,210,210.0,1 / 210
425,840,місяць,ясний,29,218,7.517241379310345,29 / 218
667,840,світлий,ясний,9,202,22.444444444444443,9 / 202
464,840,небесний,ясний,3,214,71.33333333333333,3 / 214
668,840,світліти,ясний,3,206,68.66666666666667,3 / 206
132,840,вогонь,ясний,2,228,114.0,2 / 228
203,840,день,ясний,2,200,100.0,2 / 200
666,840,світитися,ясний,2,203,101.5,2 / 203
31,840,блакитний,ясний,1,205,205.0,1 / 205
606,840,правдивий,ясний,1,210,210.0,1 / 210
621,840,прямий,ясний,1,217,217.0,1 / 217
633,840,ранковий,ясний,1,214,214.0,1 / 214
650,840,розум,ясний,1,211,211.0,1 / 211
761,840,темний,ясний,1,212,212.0,1 / 212
833,840,щирий,ясний,1,214,214.0,1 / 214
839,840,яскравий,ясний,1,217,217.0,1 / 217
358,3891,зорі,ясні,40,223,5.575,40 / 223
505,3891,очі,ясні,7,226,32.285714285714285,7 / 226
763,3892,темно,ясно,5,206,41.2,5 / 206
666,3892,світитися,ясно,4,203,50.75,4 / 203
581,3892,посвітліти,ясно,2,207,103.5,2 / 207
665,3892,світити,ясно,2,211,105.5,2 / 211
667,3892,світлий,ясно,2,202,101.0,2 / 202
70,3892,вдень,ясно,1,203,203.0,1 / 203
314,3892,звичайно,ясно,1,205,205.0,1 / 205
437,3892,можна,ясно,1,199,199.0,1 / 199
599,3892,почервоніти,ясно,1,201,201.0,1 / 201
668,3892,світліти,ясно,1,206,206.0,1 / 206
669,3892,світло,ясно,1,200,200.0,1 / 200
792,3892,уявити,ясно,1,202,202.0,1 / 202
810,3892,цікаво,ясно,1,202,202.0,1 / 202
835,3892,щиро,ясно,1,204,204.0,1 / 204
841,0,ROOT,багатий,1,841,439.0,1 / 841
841,1,ROOT,багатіти,1,841,439.0,1 / 841
841,2,ROOT,багато,1,841,439.0,1 / 841
841,3,ROOT,багатство,1,841,439.0,1 / 841
841,4,ROOT,бажаний,1,841,439.0,1 / 841
841,5,ROOT,бажання,1,841,439.0,1 / 841
841,6,ROOT,бажано,1,841,439.0,1 / 841
841,7,ROOT,бажати,1,841,439.0,1 / 841
841,8,ROOT,байдуже,1,841,439.0,1 / 841
841,9,ROOT,байдужий,1,841,439.0,1 / 841
841,10,ROOT,байдужість,1,841,439.0,1 / 841
841,11,ROOT,байдужо,1,841,439.0,1 / 841
841,12,ROOT,батько,1,841,439.0,1 / 841
841,13,ROOT,бачення,1,841,439.0,1 / 841
841,14,ROOT,бачити,1,841,439.0,1 / 841
841,15,ROOT,бачитися,1,841,439.0,1 / 841
841,16,ROOT,безталанний,1,841,439.0,1 / 841
841,17,ROOT,бентежити,1,841,439.0,1 / 841
841,18,ROOT,бентежитися,1,841,439.0,1 / 841
841,19,ROOT,біг,1,841,439.0,1 / 841
841,20,ROOT,бігати,1,841,439.0,1 / 841
841,21,ROOT,бігом,1,841,439.0,1 / 841
841,22,ROOT,бігти,1,841,439.0,1 / 841
841,23,ROOT,бідний,1,841,439.0,1 / 841
841,24,ROOT,бідність,1,841,439.0,1 / 841
841,25,ROOT,бідніти,1,841,439.0,1 / 841
841,26,ROOT,бідно,1,841,439.0,1 / 841
841,27,ROOT,білий,1,841,439.0,1 / 841
841,28,ROOT,білити,1,841,439.0,1 / 841
841,29,ROOT,біліти,1,841,439.0,1 / 841
841,30,ROOT,біль,1,841,439.0,1 / 841
841,31,ROOT,блакитний,1,841,439.0,1 / 841
841,32,ROOT,блакить,1,841,439.0,1 / 841
841,33,ROOT,близький,1,841,439.0,1 / 841
841,34,ROOT,близькість,1,841,439.0,1 / 841
841,35,ROOT,близько,1,841,439.0,1 / 841
841,36,ROOT,боліти,1,841,439.0,1 / 841
841,37,ROOT,боляче,1,841,439.0,1 / 841
841,38,ROOT,боягуз,1,841,439.0,1 / 841
841,39,ROOT,боягузливий,1,841,439.0,1 / 841
841,40,ROOT,боязко,1,841,439.0,1 / 841
841,41,ROOT,боятися,1,841,439.0,1 / 841
841,42,ROOT,брак,1,841,439.0,1 / 841
841,43,ROOT,бракувати,1,841,439.0,1 / 841
841,44,ROOT,брат,1,841,439.0,1 / 841
841,45,ROOT,брати,1,841,439.0,1 / 841
841,46,ROOT,братися,1,841,439.0,1 / 841
841,47,ROOT,брехати,1,841,439.0,1 / 841
841,48,ROOT,брехня,1,841,439.0,1 / 841
841,49,ROOT,брехун,1,841,439.0,1 / 841
841,50,ROOT,бувати,1,841,439.0,1 / 841
841,51,ROOT,бути,1,841,439.0,1 / 841
